"","Phenotype","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Variable","Anot"
"X55210","lean",3092.56323771325,1.15424422440034,0.463367508364799,2.49099085189122,0.0127387399705891,0.0205062643428996,"Spectral Match to 1-(1Z-Octadecenyl)-sn-glycero-3-phosphocholine from NIST14","1-(1Z-Octadecenyl)-sn-glycero-3-phosphocholine"
"X5538","lean",4568.07727929231,-0.00551900462564408,0.24517819879269,-0.0225101768950944,0.982040994069457,0.984053090247174,"Spectral Match to 1-Heptadecanoyl-sn-glycero-3-phosphocholine from NIST14","1-Heptadecanoyl-sn-glycero-3-phosphocholine"
"X5548","lean",204.24292646966,-0.0782014374393184,0.456576773160341,-0.171277739114984,0.86400538341985,0.887891862076006,"MLS001066334-01!D-erythro-Dihydrosphingosine764-22-7","MLS001066334-01!D-erythro-Dihydrosphingosine764-22-7"
"X5558","lean",16884.4861318599,-2.31675766795966,0.313058003531433,-7.40041028124375,1.35764371687479e-13,1.23120666843301e-12,"NCGC00180745-02_C28H36O5_2-Picenecarboxylic acid, 1,2,3,4,4a,5,6,6a,8,12b,13,14,14a,14b-tetradecahydro-10,11-dihydroxy-2,4a,6a,12b,14a-pentamethyl-8-oxo-, (2R,4aS,6aS,12bR,14aS,14bR)-","NCGC00180745-02_C28H36O5_2-Picenecarboxylic acid, 1,2,3,4,4a,5,6,6a,8,12b,13,14,14a,14b-tetradecahydro-10,11-dihydroxy-2,4a,6a,12b,14a-pentamethyl-8-oxo-, (2R,4aS,6aS,12bR,14aS,14bR)-"
"X5568","lean",391.466415687075,-1.28628592465058,0.55260173996461,-2.32769068865574,0.0199285339322506,0.0305091473086517,"Taurocholic Acid Sulfate","Taurocholic Acid Sulfate"
"X5578","lean",1532.15383183343,-1.28586777412491,0.281093341562279,-4.57452235253325,4.7730765032063e-06,1.33736200137007e-05,"Spectral Match to 1-O-Hexadecyl-2-O-(2E-butenoyl)-sn-glyceryl-3-phosphocholine from NIST14","1-O-Hexadecyl-2-O-(2E-butenoyl)-sn-glyceryl-3-phosphocholine"
"X5588","lean",925.018474324188,1.62520351601622,0.278740513457079,5.83052494185232,5.52532790001045e-09,2.45846050382488e-08,"Spectral Match to 1-Heptadecanoyl-sn-glycero-3-phosphocholine from NIST14","1-Heptadecanoyl-sn-glycero-3-phosphocholine"
"X5598","lean",243.102844805042,0.510933459857431,0.547908899897429,0.932515350550211,0.351070257301839,0.410907847955255,"MLS001066334-01!D-erythro-Dihydrosphingosine764-22-7","MLS001066334-01!D-erythro-Dihydrosphingosine764-22-7"
"X5608","lean",365.891694216555,0.521112839804946,0.425551683130214,1.22455828625049,0.220741692771447,0.274885881564443,"Spectral Match to 1-Octadecanoyl-sn-glycero-3-phosphocholine from NIST14","1-Octadecanoyl-sn-glycero-3-phosphocholine"
"X56112","lean",3425.67928094717,-0.971056072470401,0.42140272262795,-2.30434218937815,0.0212034424255878,0.0322531236896265,"Spectral Match to 1-Eicosatrienoyl-sn-glycero-3-phosphoethanolamine from NIST14","1-Eicosatrienoyl-sn-glycero-3-phosphoethanolamine"
"X56210","lean",118708.038111135,0.446695251686985,0.244266501872942,1.82872087765575,0.0674414332177259,0.0945931790586286,"PC(0:0/18:0); [M+H]+ C26H55N1O7P1","PC(0:0/18:0); [M+H]+ C26H55N1O7P1"
"X5638","lean",661.196118876058,-1.60130829251213,0.535329092781153,-2.99125960853908,0.00277829187923195,0.00502220377967855,"Spectral Match to Coproporphyrin I from NIST14","Coproporphyrin I"
"X5648","lean",621.778565112452,0.632421906895371,0.798839120704217,0.791676184233264,0.428549512362058,0.490478632645592,"NCGC00385811-01!6-[3-[(3,4-dimethoxyphenyl)methyl]-4-methoxy-2-(methoxymethyl)butyl]-4-methoxy-1,3-benzodioxole","NCGC00385811-01!6-[3-[(3,4-dimethoxyphenyl)methyl]-4-methoxy-2-(methoxymethyl)butyl]-4-methoxy-1,3-benzodioxole"
"X5658","lean",25469.504457301,-1.44178543017926,0.392502952215268,-3.67331104655875,0.000239427741106863,0.00052383085899623,"NCGC00385811-01!6-[3-[(3,4-dimethoxyphenyl)methyl]-4-methoxy-2-(methoxymethyl)butyl]-4-methoxy-1,3-benzodioxole","NCGC00385811-01!6-[3-[(3,4-dimethoxyphenyl)methyl]-4-methoxy-2-(methoxymethyl)butyl]-4-methoxy-1,3-benzodioxole"
"X5668","lean",15676.4908872879,-1.26744282929115,0.353107637404669,-3.58939511647727,0.000331446150398879,0.000710754560783156,"Spectral Match to Coproporphyrin I from NIST14","Coproporphyrin I"
"X5678","lean",524.838007768782,-0.532910206357091,0.381769288879958,-1.39589595569762,0.162745828720096,0.209698529847586,"Glycocholic acid","Glycocholic acid"
"X5688","lean",47859.4774693369,0.20501053672652,0.222913116288884,0.919688083588751,0.357735781586471,0.417475548649044,"PC(0:0/18:0); [M+H]+ C26H55N1O7P1","PC(0:0/18:0); [M+H]+ C26H55N1O7P1"
"X5698","lean",11583.6033039936,-3.73868886794537,0.427662568109549,-8.7421466051424,2.28722416531301e-18,4.18034201291054e-17,"Hydrocortisone","Hydrocortisone"
"X5708","lean",12803.1637115354,-2.20953540368522,0.341283251015406,-6.47419818321375,9.53167294802352e-11,5.4440516645442e-10,"MLS001077317-01!17BETA-ESTRADIOL 17-HEMISUCCINATE","MLS001077317-01!17BETA-ESTRADIOL 17-HEMISUCCINATE"
"X57112","lean",14226.6259379988,-3.13836961932796,0.864420484165866,-3.63060533249206,0.000282757278765834,0.000610755722134201,"Massbank:EA262112 Methylprednisolone|(6alpha,11beta)-11,17,21-trihydroxy-6-methylpregna-1,4-diene-3,20-dione|(6S,8S,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-17-(2-hydroxy-1-oxoethyl)-6,10,13-trimethyl-7,8,9,11,12,14,15,","Massbank:EA262112 Methylprednisolone|(6alpha,11beta)-11,17,21-trihydroxy-6-methylpregna-1,4-diene-3,20-dione|(6S,8S,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-17-(2-hydroxy-1-oxoethyl)-6,10,13-trimethyl-7,8,9,11,12,14,15,"
"X57210","lean",3546.96203100293,-0.957021571474394,0.361640863714675,-2.64633139530786,0.00813700574928283,0.0135769140872865,"NCGC00347770-02_C23H32O4_Carda-5,20(22)-dienolide, 3,14-dihydroxy-, (3beta,9xi)-","NCGC00347770-02_C23H32O4_Carda-5,20(22)-dienolide, 3,14-dihydroxy-, (3beta,9xi)-"
"X5738","lean",1394.34724905703,2.05079568270599,0.333526788854719,6.14881847946342,7.80622536152091e-10,3.86408155395285e-09,"Spectral Match to Oleanolic acid from NIST14","Oleanolic acid"
"X5748","lean",790.38786005721,-1.29705195018477,0.41343199826774,-3.1372800257826,0.00170523178277022,0.00321557993322384,"m/z 313 of diterpene esters (collected from 12-deoxyphorbol-13-acetate)","m/z 313 of diterpene esters (collected from 12-deoxyphorbol-13-acetate)"
"X5758","lean",1145.52260209175,1.26806043272695,0.347016969561651,3.65417412966506,0.00025801112600362,0.000562416913196881,"NCGC00347586-02_C30H46O6_3,19-Dihydroxyurs-12-ene-23,28-dioic acid","NCGC00347586-02_C30H46O6_3,19-Dihydroxyurs-12-ene-23,28-dioic acid"
"X5768","lean",366.909270480551,-1.80304387586946,0.454863339359611,-3.96392436991714,7.37276190226597e-05,0.000172418132675039,"Spectral Match to Monopalmitolein (9c) from NIST14","Monopalmitolein (9c)"
"X5778","lean",674.690247707917,-2.17072934396507,0.381351150887707,-5.69220609118935,1.25408351218536e-08,5.24595497350779e-08,"NCGC00347770-02_C23H32O4_Carda-5,20(22)-dienolide, 3,14-dihydroxy-, (3beta,9xi)-","NCGC00347770-02_C23H32O4_Carda-5,20(22)-dienolide, 3,14-dihydroxy-, (3beta,9xi)-"
"X5788","lean",455.037580787011,-2.18700414369007,0.43143253073038,-5.06916838187342,3.99557636323054e-07,1.36009877350083e-06,"Spectral Match to Hyodeoxycholic acid from NIST14","Hyodeoxycholic acid"
"X5798","lean",372.150489941247,-1.73357998184858,0.579159890988704,-2.99326664159896,0.00276008492724555,0.00499844648409712,"NCGC00385123-01_C22H30O6_7b,9-Dihydroxy-3-(hydroxymethyl)-1,1,6,8-tetramethyl-5-oxo-1,1a,1b,4,4a,5,7a,7b,8,9-decahydro-9aH-cyclopropa[3,4]benzo[1,2-e]azulen-9a-yl acetate","NCGC00385123-01_C22H30O6_7b,9-Dihydroxy-3-(hydroxymethyl)-1,1,6,8-tetramethyl-5-oxo-1,1a,1b,4,4a,5,7a,7b,8,9-decahydro-9aH-cyclopropa[3,4]benzo[1,2-e]azulen-9a-yl acetate"
"X5808","lean",4292.32180803702,-2.2675468356069,0.395993615373142,-5.72622069542765,1.02692611407517e-08,4.38844684719895e-08,"NCGC00385811-01!6-[3-[(3,4-dimethoxyphenyl)methyl]-4-methoxy-2-(methoxymethyl)butyl]-4-methoxy-1,3-benzodioxole","NCGC00385811-01!6-[3-[(3,4-dimethoxyphenyl)methyl]-4-methoxy-2-(methoxymethyl)butyl]-4-methoxy-1,3-benzodioxole"
"X58112","lean",2279.19927647082,-1.64917780407587,0.336590724808262,-4.89965314705366,9.60059913180462e-07,3.11626004606117e-06,"Spectral Match to 1-O-Hexadecyl-2-O-(2E-butenoyl)-sn-glyceryl-3-phosphocholine from NIST14","1-O-Hexadecyl-2-O-(2E-butenoyl)-sn-glyceryl-3-phosphocholine"
"X58210","lean",227.483080886026,-0.734344300677777,0.449699953547624,-1.6329650356524,0.102476350501068,0.139772565321778,"NCGC00347357-02_C30H48O5_Olean-12-en-28-oic acid, 2,3,19-trihydroxy-, (2alpha,3beta,5xi,9xi,19alpha)-","NCGC00347357-02_C30H48O5_Olean-12-en-28-oic acid, 2,3,19-trihydroxy-, (2alpha,3beta,5xi,9xi,19alpha)-"
"X5838","lean",241.980880221983,-1.28464336788478,0.506464986341136,-2.5364899894965,0.0111969943930542,0.0182971517729688,"Spectral Match to 3.beta.-Hydroxy-5-cholenoic acid from NIST14","3.beta.-Hydroxy-5-cholenoic acid"
"X5848","lean",1725.85296774622,-1.27142521604385,0.343868189007962,-3.69742028104383,0.000217801584795042,0.00048005247260948,"NCGC00347612-02_C20H30O4_17-Hydroxy-15,16-epoxykauran-18-oic acid","NCGC00347612-02_C20H30O4_17-Hydroxy-15,16-epoxykauran-18-oic acid"
"X5858","lean",1156.3043794241,-0.287678786616805,0.591441612039312,-0.486402682464086,0.626681689048676,0.682399492749613,"NCGC00380821-01!","NCGC00380821-01!"
"X5868","lean",276.520273683054,-1.24587361742122,0.413157841509106,-3.0154906726943,0.00256563829892345,0.00467860033735895,"NCGC00380217-01_C20H28O4_4a(2H)-Phenanthrenecarboxylic acid, 7-ethenyl-1,3,4,4b,5,6,7,9,10,10a-decahydro-4b-hydroxy-1,1,7-trimethyl-9-oxo-","NCGC00380217-01_C20H28O4_4a(2H)-Phenanthrenecarboxylic acid, 7-ethenyl-1,3,4,4b,5,6,7,9,10,10a-decahydro-4b-hydroxy-1,1,7-trimethyl-9-oxo-"
"X5878","lean",845.114554031813,-2.38139439354457,0.37360387677989,-6.37411585251719,1.84021448699449e-10,9.93715822977023e-10,"Spectral Match to Glycodeoxycholic acid from NIST14","Glycodeoxycholic acid"
"X5888","lean",395.738195623798,-0.729264684521963,0.490058558460716,-1.48811743399115,0.136719926522317,0.180070147126955,"Spectral Match to Glycodeoxycholic acid from NIST14","Glycodeoxycholic acid"
"X5898","lean",2004.67022020583,-2.17379081004821,0.408867736242298,-5.31661125924595,1.05717591163811e-07,3.96190846380464e-07,"Spectral Match to Palmitoylcarnitine from NIST14","Palmitoylcarnitine"
"X5908","lean",743.708157771304,-0.693147797806367,0.30452977209405,-2.27612490246864,0.0228385350062397,0.0344316999840263,"Spectral Match to Orientin from NIST14","Orientin"
"X59112","lean",564.215413110771,-1.20388921687882,0.437048939159726,-2.75458674992651,0.00587663087088636,0.00994506762765384,"ARGATROBAN","ARGATROBAN"
"X59210","lean",32265.8327107205,-3.12302559059287,0.500288816684344,-6.2424453364572,4.30782349732597e-10,2.25449088758734e-09,"Massbank:EA262112 Methylprednisolone|(6alpha,11beta)-11,17,21-trihydroxy-6-methylpregna-1,4-diene-3,20-dione|(6S,8S,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-17-(2-hydroxy-1-oxoethyl)-6,10,13-trimethyl-7,8,9,11,12,14,15,","Massbank:EA262112 Methylprednisolone|(6alpha,11beta)-11,17,21-trihydroxy-6-methylpregna-1,4-diene-3,20-dione|(6S,8S,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-17-(2-hydroxy-1-oxoethyl)-6,10,13-trimethyl-7,8,9,11,12,14,15,"
"X5938","lean",17184.1167433628,1.01536667391158,0.343865533917374,2.95280152780755,0.00314904357058179,0.0056256597922574,"Spectral Match to Oleanolic acid from NIST14","Oleanolic acid"
"X5948","lean",1458.06664049041,0.0189157253274928,0.314923691773552,0.0600644721931379,0.95210428593481,0.964279532558017,"NCGC00380217-01_C20H28O4_4a(2H)-Phenanthrenecarboxylic acid, 7-ethenyl-1,3,4,4b,5,6,7,9,10,10a-decahydro-4b-hydroxy-1,1,7-trimethyl-9-oxo-","NCGC00380217-01_C20H28O4_4a(2H)-Phenanthrenecarboxylic acid, 7-ethenyl-1,3,4,4b,5,6,7,9,10,10a-decahydro-4b-hydroxy-1,1,7-trimethyl-9-oxo-"
"X5958","lean",763.894672441687,-0.877770687233644,0.28675716822245,-3.06102439452436,0.0022058112197335,0.00407811282610017,"Spectral Match to Orientin from NIST14","Orientin"
"X5968","lean",869.931542378764,-1.4890193973266,0.37572912693812,-3.96301295420152,7.40097641684617e-05,0.000172737917155467,"ARGATROBAN","ARGATROBAN"
"X5978","lean",13950.1355397297,-1.23649980760973,0.437921827376245,-2.82356286056364,0.00474931116710502,0.00818894291222172,"Spectral Match to 6,15-Diketo-13,14-dihydro Prostaglandin F1.alpha. from NIST14","6,15-Diketo-13,14-dihydro Prostaglandin F1.alpha."
"X5988","lean",839.143648037558,-0.815701834021064,0.443357744487518,-1.83982764294315,0.0657935456954397,0.0926098723769933,"m/z 313 of diterpene esters (collected from 12-deoxyphorbol-13-acetate)","m/z 313 of diterpene esters (collected from 12-deoxyphorbol-13-acetate)"
"X5998","lean",17834.4527810786,-1.2793169309615,0.361948588757264,-3.53452664466515,0.000408506246938379,0.000858947648429724,"Spectral Match to 12-Ketodeoxycholic acid from NIST14","12-Ketodeoxycholic acid"
"X6008","lean",8753.27575564358,-3.98337756849242,0.567111258136872,-7.02397900119103,2.15637231535157e-12,1.58133969792448e-11,"NCGC00380950-01_C19H20O6_6a,7,8,12a-Tetrahydroxy-3-methyl-2,3,4,5,6,6a,7,12a-octahydro-1,12-tetraphenedione","NCGC00380950-01_C19H20O6_6a,7,8,12a-Tetrahydroxy-3-methyl-2,3,4,5,6,6a,7,12a-octahydro-1,12-tetraphenedione"
"X60112","lean",719.585269491258,-2.07912662969669,0.339549982655419,-6.12318284759455,9.17243311259536e-10,4.46592235154233e-09,"Spectral Match to Monopalmitolein (9c) from NIST14","Monopalmitolein (9c)"
"X60210","lean",1634.10271452637,-2.58421674459582,0.379805431401718,-6.80405421022668,1.01715235051291e-11,6.6761159801621e-11,"Glycocholic acid","Glycocholic acid"
"X6038","lean",792.538359377852,-1.02211279127256,0.413349418490306,-2.47275729818531,0.0134075161498726,0.0213800391759042,"NCGC00180662-03_C20H24O5_5-(3-Furyl)-3',6',7'-trimethyldihydro-8'H-spiro[furan-3,2'-[9]oxatricyclo[5.2.2.0~1,6~]undecane]-2,8'-dione","NCGC00180662-03_C20H24O5_5-(3-Furyl)-3',6',7'-trimethyldihydro-8'H-spiro[furan-3,2'-[9]oxatricyclo[5.2.2.0~1,6~]undecane]-2,8'-dione"
"X6048","lean",2261.39304881305,-3.27554729456692,0.469847503376331,-6.97151154582879,3.13553580914943e-12,2.25758578258759e-11,"NCGC00381425-01!8-hydroxy-8-(3-octyloxiran-2-yl)octanoic acid","NCGC00381425-01!8-hydroxy-8-(3-octyloxiran-2-yl)octanoic acid"
"X6058","lean",107632.580865161,-2.70913986947269,0.352792007996456,-7.67914184014029,1.60157828238126e-14,1.72970454497176e-13,"Spectral Match to 1-(1Z-Octadecenyl)-sn-glycero-3-phosphocholine from NIST14","1-(1Z-Octadecenyl)-sn-glycero-3-phosphocholine"
"X6068","lean",37335.2324984536,-0.445519061932316,0.39540960437298,-1.12672797272792,0.259857511765694,0.318916037166989,"NCGC00347643-02_C30H46O3_(5xi,9xi,13xi,18xi,19beta)-3-Oxolup-20(29)-en-28-oic acid","NCGC00347643-02_C30H46O3_(5xi,9xi,13xi,18xi,19beta)-3-Oxolup-20(29)-en-28-oic acid"
"X6078","lean",2698.68962458452,-2.23676586081226,0.444024624642123,-5.03748156448543,4.71696975932537e-07,1.5829830717736e-06,"Ile/Leu Conjugated Muricholic acid","Ile/Leu Conjugated Muricholic acid"
"X6088","lean",4824.56759833937,-1.04789917679295,0.433428292743516,-2.41769906196008,0.0156189882701714,0.0245766331986273,"Spectral Match to 1-Pentadecanoyl-sn-glycero-3-phosphocholine from NIST14","1-Pentadecanoyl-sn-glycero-3-phosphocholine"
"X6098","lean",2643.18909084925,-2.24389418841675,0.444031079372621,-5.05346200447768,4.33872661559668e-07,1.46432023276388e-06,"Ile/Leu Conjugated Muricholic acid","Ile/Leu Conjugated Muricholic acid"
"X61012","lean",463.166605670159,-0.738928187840658,0.374245897080379,-1.97444566154309,0.0483310903443723,0.0695125125049809,"NCGC00347586-02_C30H46O6_3,19-Dihydroxyurs-12-ene-23,28-dioic acid","NCGC00347586-02_C30H46O6_3,19-Dihydroxyurs-12-ene-23,28-dioic acid"
"X61112","lean",604.08310111195,-1.14616006208399,0.363414981389684,-3.15386024456427,0.00161126226863203,0.00307251938223893,"Spectral Match to Undecaethylene glycol from NIST14","Undecaethylene glycol"
"X61211","lean",351645.795892458,-0.00208939044189744,0.490165812704485,-0.0042626196844885,0.996598931864702,0.996598931864702,"Spectral Match to 1-(9Z-Octadecenoyl)-sn-glycero-3-phosphocholine from NIST14","1-(9Z-Octadecenoyl)-sn-glycero-3-phosphocholine"
"X6139","lean",434.753540346816,-2.11857315169125,0.478397573874901,-4.42847804292011,9.49003777480366e-06,2.52783965840062e-05,"NCGC00380217-01_C20H28O4_4a(2H)-Phenanthrenecarboxylic acid, 7-ethenyl-1,3,4,4b,5,6,7,9,10,10a-decahydro-4b-hydroxy-1,1,7-trimethyl-9-oxo-","NCGC00380217-01_C20H28O4_4a(2H)-Phenanthrenecarboxylic acid, 7-ethenyl-1,3,4,4b,5,6,7,9,10,10a-decahydro-4b-hydroxy-1,1,7-trimethyl-9-oxo-"
"X6148","lean",190064.227204101,-2.66263648861264,0.470012604553273,-5.66503209236988,1.4699702174594e-08,6.10603013406214e-08,"2-(2,4-diiodophenyl)-4,4-dimethyl-4,5-dihydrooxazole","2-(2,4-diiodophenyl)-4,4-dimethyl-4,5-dihydrooxazole"
"X6158","lean",2088.51213104827,-4.45094317522681,0.483417576800665,-9.20724315545963,3.34608090361206e-20,7.95028822698225e-19,"NCGC00380283-01!4-[5-[[4-[5-[acetyl(hydroxy)amino]pentylamino]-4-oxobutanoyl]-hydroxyamino]pentylamino]-4-oxobutanoic acid","NCGC00380283-01!4-[5-[[4-[5-[acetyl(hydroxy)amino]pentylamino]-4-oxobutanoyl]-hydroxyamino]pentylamino]-4-oxobutanoic acid"
"X6168","lean",629.296690134219,-2.68087649419269,0.430613965201081,-6.22570727110726,4.79388411279105e-10,2.46542611514968e-09,"Spectral Match to 1-Eicosatrienoyl-sn-glycero-3-phosphoethanolamine from NIST14","1-Eicosatrienoyl-sn-glycero-3-phosphoethanolamine"
"X6178","lean",20002.9349963455,1.70678000868663,0.596298033671028,2.86229353831518,0.00420587180550158,0.00734790544843511,"Spectral Match to Lithocholic acid from NIST14","Lithocholic acid"
"X6188","lean",7469.50961589238,-2.34044626476047,0.375227124209136,-6.23741225982372,4.44868474824369e-10,2.30787662921987e-09,"Spectral Match to Lithocholic acid from NIST14","Lithocholic acid"
"X6198","lean",510.889442920535,-0.408396106051103,0.452231495283268,-0.903068694486421,0.366489437623046,0.426852403819783,"Spectral Match to Orientin from NIST14","Orientin"
"X6208","lean",2324.95388633022,-0.521998375483575,0.320853378882087,-1.62690627507903,0.103757005050914,0.141033549199641,"Spectral Match to 1-Myristoyl-sn-glycero-3-phosphocholine from NIST14","1-Myristoyl-sn-glycero-3-phosphocholine"
"X62112","lean",15116.7081089859,-2.64184138910128,0.494373162137419,-5.34382040011902,9.10077435182433e-08,3.48765159031204e-07,"2-(2,4-diiodophenyl)-4,4-dimethyl-4,5-dihydrooxazole","2-(2,4-diiodophenyl)-4,4-dimethyl-4,5-dihydrooxazole"
"X62210","lean",1235614.41027608,-1.81869505042017,0.579444879358742,-3.13868517128477,0.00169707672665205,0.00320528958865284,"Spectral Match to Hyodeoxycholic acid from NIST14","Hyodeoxycholic acid"
"X6238","lean",1849.89991637696,-1.14114580140851,0.335773167434944,-3.39856162458129,0.000677411999648916,0.00140203041042319,"Spectral Match to Lithocholic acid from NIST14","Lithocholic acid"
"X6248","lean",472.345525306536,-2.14525598949788,0.557187250910388,-3.85015268384685,0.000118044214207928,0.00026916799708065,"Spectral Match to 1-Palmitoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine from NIST14","1-Palmitoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine"
"X6258","lean",181.218139121655,-1.01489130326827,0.947127164377151,-1.07154703342891,0.283923534528082,0.344184856142205,"Glycocholic acid","Glycocholic acid"
"X6268","lean",5961.81082533572,-2.08086030419973,0.390462124165892,-5.32922446356321,9.86330342359633e-08,3.70810267950394e-07,"NCGC00385811-01!6-[3-[(3,4-dimethoxyphenyl)methyl]-4-methoxy-2-(methoxymethyl)butyl]-4-methoxy-1,3-benzodioxole","NCGC00385811-01!6-[3-[(3,4-dimethoxyphenyl)methyl]-4-methoxy-2-(methoxymethyl)butyl]-4-methoxy-1,3-benzodioxole"
"X6278","lean",192.785462551401,-0.830562383681436,0.966027261497089,-0.859771164629745,0.389915197322916,0.451146650294926,"NCGC00380341-01!methyl 3-(3,4-dihydroxyphenyl)-2-[(2,2-dimethylchromen-6-yl)methyl]-4-methoxy-5-oxofuran-2-carboxylate","NCGC00380341-01!methyl 3-(3,4-dihydroxyphenyl)-2-[(2,2-dimethylchromen-6-yl)methyl]-4-methoxy-5-oxofuran-2-carboxylate"
"X6288","lean",2306.16831717729,-2.9098045910465,0.392453114350588,-7.41440056059053,1.2217613775414e-13,1.13394727853061e-12,"ARGATROBAN","ARGATROBAN"
