sample_id	age	sex	cage	diet	name	title	number	strain	weight	age_bin	latitude	taxon_id	age_units	body_site	elevation	env_biome	longitude	phenotype	timepoint	host_taxid	life_stage	mice_group	antibiotics	description	env_feature	env_package	sample_type	weight_unit	body_habitat	body_product	env_material	geo_loc_name	qiita_empo_1	qiita_empo_2	qiita_empo_3	dna_extracted	immune_status	host_subject_id	scientific_name	stam_comparison	experiment_group	prepdescription_	mice_group_number	collection_timestamp	fig_7a_extended_data	fig_7l_extended_data	fig_7m_extended_data	fig_7n_extended_data	fig_7q_extended_data	host_scientific_name	fig_7k1_extended_data	fig_7k2_extended_data	physical_specimen_location	fig_7a_extended_data_groups	fig_7l_extended_data_groups	fig_7m_extended_data_groups	fig_7n_extended_data_groups	fig_7q_extended_data_groups	physical_specimen_remaining	fig_7k1_extended_data_groups	fig_7k2_extended_data_groups	qiita_study_id
10856.E47L.feces.20w.STAM.FVB.B.TGFbR.2.17	20	male	Cage 147	HFD	10856.E47L.feces.20w.STAM.FVB.B.TGFbR.2.17	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 362	FVB	42.9	2	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	FVB , T1d, NASH driven HCC, TGFbrko	5 months	10090	adult	Group42-STAM-FVB-B-TGFbR (5M)	No	STAM-FVB-B-TGFbR	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	B cell signaling	SS362	mouse gut metagenome	not applicable	G	Karin_Rapid_Response_Plate_4_33657_B12	42	12/14/16	FALSE	FALSE	FALSE	FALSE	FALSE	Mus musculus	FALSE	FALSE	UCSD	not applicable	not applicable	not applicable	not applicable	not applicable	FALSE	not applicable	not applicable	10856
10856.E19L.feces.47w.HFD.CD8kMup.1.1	47	male	Cage 96	HFD	10856.E19L.feces.47w.HFD.CD8kMup.1.1	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 202	C57Bl/6	54.5	4	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	NASH, HCC, CD8KO	11 months	10090	adult	Group19-CD8kMup-HFD (10-11M)	No	CD8kMup-HFD (10-11M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	CD8KO - some susceptibility	SS202	mouse gut metagenome	not applicable	D	Karin_Rapid_Response_Plate_3_33657_F3	19	3/21/16	TRUE	TRUE	FALSE	TRUE	FALSE	Mus musculus	TRUE	TRUE	UCSD	HFD	MUP/CD8a-/-	not applicable	MUP/CD8a-/-	not applicable	FALSE	HFD	HFD MUP/CD8a-/-	10856
10856.E18L.feces.26w.HFD.IgAkCLM.1.18	26	male	Cage 77	HFD	10856.E18L.feces.26w.HFD.IgAkCLM.1.18	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 146	C57Bl/6	52	2	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	obese no IgA	6 months	10090	adult	Group13-IgAk-HFD (6M)	No	IgAk-HFD (6M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	no IgA - some susceptibility	SS146	mouse gut metagenome	not applicable	B	Karin_Rapid_Response_Plate_2_33657_B8	13	9/13/16	TRUE	FALSE	FALSE	FALSE	FALSE	Mus musculus	TRUE	FALSE	UCSD	HFD	not applicable	not applicable	not applicable	not applicable	FALSE	HFD	not applicable	10856
10856.E42L.feces.51w.HFD.CD8kMup.2.13	51	male	Cage 106	HFD	10856.E42L.feces.51w.HFD.CD8kMup.2.13	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 225	C57Bl/6	55	4	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	NASH, HCC, CD8KO	11 months	10090	adult	Group19-CD8kMup-HFD (10-11M)	No	CD8kMup-HFD (10-11M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	CD8KO - some susceptibility	SS225	mouse gut metagenome	not applicable	D	Karin_Rapid_Response_Plate_3_33657_E6	19	11/7/16	TRUE	TRUE	FALSE	TRUE	FALSE	Mus musculus	TRUE	TRUE	UCSD	HFD	MUP/CD8a-/-	not applicable	MUP/CD8a-/-	not applicable	FALSE	HFD	HFD MUP/CD8a-/-	10856
10856.E45L.feces.22w.STAM.FVB.WT.1.1	22	male	Cage 138	HFD	10856.E45L.feces.22w.STAM.FVB.WT.1.1	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 332	FVB	32.9	2	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	FVB, NASH driven HCC	5 months	10090	adult	Group39-STAM-FVB (5M)	No	STAM-FVB	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	normal	SS332	mouse gut metagenome	not applicable	G	Karin_Rapid_Response_Plate_4_33657_D8	39	11/29/16	FALSE	FALSE	FALSE	FALSE	FALSE	Mus musculus	FALSE	FALSE	UCSD	not applicable	not applicable	not applicable	not applicable	not applicable	FALSE	not applicable	not applicable	10856
10856.E42L.feces.49w.HFD.CD8kMup.6.17	49	male	Cage 107	HFD	10856.E42L.feces.49w.HFD.CD8kMup.6.17	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 229	C57Bl/6	55.9	4	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	NASH, HCC, CD8KO	11 months	10090	adult	Group19-CD8kMup-HFD (10-11M)	No	CD8kMup-HFD (10-11M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	CD8KO - some susceptibility	SS229	mouse gut metagenome	not applicable	D	Karin_Rapid_Response_Plate_3_33657_A7	19	11/7/16	TRUE	TRUE	FALSE	TRUE	FALSE	Mus musculus	TRUE	TRUE	UCSD	HFD	MUP/CD8a-/-	not applicable	MUP/CD8a-/-	not applicable	FALSE	HFD	HFD MUP/CD8a-/-	10856
10856.E26L.feces.50w.NC.IgAK.CLM.2.22	50	male	Cage 84	NC	10856.E26L.feces.50w.NC.IgAK.CLM.2.22	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 181	C57Bl/6	28.1	4	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	no IgA	11 months	10090	adult	Group16-IgAk-NC (10-11M)	No	IgAk-NC (10-11M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	no IgA - some susceptibility	SS181	mouse gut metagenome	not applicable	A	Karin_Rapid_Response_Plate_2_33657_E12	16	7/7/16	FALSE	FALSE	FALSE	FALSE	FALSE	Mus musculus	TRUE	FALSE	UCSD	not applicable	not applicable	not applicable	not applicable	not applicable	FALSE	NC	not applicable	10856
10856.B6.Ighel.MD4.Feces.21w.NC.5.49	21	male	Cage 137	NC	10856.B6.Ighel.MD4.Feces.21w.NC.5.49	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 331	C57Bl/6	25	2	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	mon B cells	6 months	10090	adult	Group38-NC-B6-Ighel/MD4 (6M)	No	NC-B6-Ighel/MD4	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	monoclonal B	SS331	mouse gut metagenome	not applicable	A	Karin_Rapid_Response_Plate_4_33657_C8	38	12/30/16	FALSE	FALSE	FALSE	FALSE	FALSE	Mus musculus	FALSE	FALSE	UCSD	not applicable	not applicable	not applicable	not applicable	not applicable	FALSE	not applicable	not applicable	10856
10856.E27L.feces.50w.NC.CD8kMUp.1.23	50	male	Cage 110	NC	10856.E27L.feces.50w.NC.CD8kMUp.1.23	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 235	C57Bl/6	28.8	4	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	NASH, adenomas, CD8KO	11 months	10090	adult	Group20-CD8kMup-NC (10-11M)	No	CD8kMup-NC (10-11M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	CD8KO - some susceptibility	SS235	mouse gut metagenome	not applicable	C	Karin_Rapid_Response_Plate_3_33657_G7	20	6/30/16	FALSE	FALSE	FALSE	FALSE	FALSE	Mus musculus	TRUE	TRUE	UCSD	not applicable	not applicable	not applicable	not applicable	not applicable	FALSE	NC	NC MUP/CD8a-/-	10856
10856.E36L.feces.27w.NC.CD8kMup.1.27	27	male	Cage 93	NC	10856.E36L.feces.27w.NC.CD8kMup.1.27	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 198	C57Bl/6	28.4	2	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	NASH, CD8KO	6 months	10090	adult	Group18-CD8kMup-NC (6M)	No	CD8kMup-NC (6M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	CD8KO - some susceptibility	SS198	mouse gut metagenome	not applicable	C	Karin_Rapid_Response_Plate_3_33657_B3	18	9/7/16	FALSE	FALSE	FALSE	FALSE	FALSE	Mus musculus	TRUE	TRUE	UCSD	not applicable	not applicable	not applicable	not applicable	not applicable	FALSE	NC	NC MUP/CD8a-/-	10856
10856.E24L.feces.49w.HFD.IgAkCLM.4.5	49	male	Cage 65	HFD	10856.E24L.feces.49w.HFD.IgAkCLM.4.5	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 169	C57Bl/6	40.9	4	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	obese no IgA	11 months	10090	adult	Group15-IgAk-HFD (10-11M)	No	IgAk-HFD (10-11M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	no IgA - some susceptibility	SS169	mouse gut metagenome	not applicable	B	Karin_Rapid_Response_Plate_2_33657_A11	15	5/16/16	TRUE	FALSE	FALSE	FALSE	FALSE	Mus musculus	TRUE	FALSE	UCSD	HFD	not applicable	not applicable	not applicable	not applicable	FALSE	HFD	not applicable	10856
10856.E9L.feces.NC.CLM.Mup.6	43	male	Cage 31	NC	10856.E9L.feces.NC.CLM.Mup.6	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 58	C57Bl/6	24.4	4	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	NASH,lean, adenomas	11 months	10090	adult	Group 4-MupHe-NC (10-11M)	No	MupHe-NC (10-11M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	normal	SS58	mouse gut metagenome	not applicable	C	Karin_Rapid_Response_Plate_1_33657_B9	4	11/16/15	FALSE	FALSE	FALSE	FALSE	FALSE	Mus musculus	TRUE	TRUE	UCSD	not applicable	not applicable	not applicable	not applicable	not applicable	FALSE	NC	NC MUP	10856
10856.FVB.JH.Feces.9w.NC.6.27	9	male	Cage 150	NC	10856.FVB.JH.Feces.9w.NC.6.27	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 376	FVB	32	1	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	no B cell	2-3 months	10090	adult	Group44-NC-JH (2-3M)	No	NC-JH	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	no B cells	SS376	mouse gut metagenome	not applicable	F	Karin_Rapid_Response_Plate_5_33657_H1	44	12/30/16	FALSE	FALSE	FALSE	FALSE	FALSE	Mus musculus	FALSE	FALSE	UCSD	not applicable	not applicable	not applicable	not applicable	not applicable	FALSE	not applicable	not applicable	10856
10856.E20L.feces.45w.HFD.IgAkMup.4.8	45	male	Cage 61	HFD	10856.E20L.feces.45w.HFD.IgAkMup.4.8	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 118	C57Bl/6	40.2	4	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	NASH, HCC, no IgA	11 months	10090	adult	Group11-IgAkMup-HFD (10-11M)	No	IgAkMup-HFD (10-11M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	no IgA - some susceptibility	SS118	mouse gut metagenome	not applicable	D	Karin_Rapid_Response_Plate_2_33657_F4	11	4/1/16	FALSE	FALSE	FALSE	FALSE	FALSE	Mus musculus	FALSE	FALSE	UCSD	not applicable	not applicable	not applicable	not applicable	not applicable	FALSE	not applicable	not applicable	10856
10856.E42L.feces.47w.ANB.HFD.CD8kMup.2.2	47	male	Cage 172	HFD	10856.E42L.feces.47w.ANB.HFD.CD8kMup.2.2	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 446	C57Bl/6	32.4	4	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	NASH, obesity, HCC,CD8KO, ABX	11 months	10090	adult	Group62-Antibiotic-CD8kMup-HFD (10-11M)	Yes (Ampicillin, Vancomycin, Neomycin sulfate and Metronidazole )	Antibiotic-CD8kMup-HFD (10-11M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	not yet	CD8KO - some susceptibility	SS446	mouse gut metagenome	not applicable	D	Karin_Rapid_Response_Plate_5_33657_B11	62	11/7/16	TRUE	FALSE	FALSE	FALSE	FALSE	Mus musculus	FALSE	FALSE	UCSD	HFD + ABX	not applicable	not applicable	not applicable	not applicable	FALSE	not applicable	not applicable	10856
10856.E15L.feces.45w.HFD.IgAMup.5.18	45	male	Cage 57	HFD	10856.E15L.feces.45w.HFD.IgAMup.5.18	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 112	C57Bl/6	29.8	4	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	NASH, HCC, no IgA	11 months	10090	adult	Group11-IgAkMup-HFD (10-11M)	No	IgAkMup-HFD (10-11M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	no IgA - some susceptibility	SS112	mouse gut metagenome	not applicable	D	Karin_Rapid_Response_Plate_2_33657_H3	11	1/5/16	FALSE	FALSE	FALSE	FALSE	FALSE	Mus musculus	FALSE	FALSE	UCSD	not applicable	not applicable	not applicable	not applicable	not applicable	FALSE	not applicable	not applicable	10856
10856.E29L.feces.30w.HFD.CD8kCLM.1.4	30	male	Cage 111	HFD	10856.E29L.feces.30w.HFD.CD8kCLM.1.4	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 236	C57Bl/6	32.4	3	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	obese, CD8KO	6 months	10090	adult	Group21-CD8k-HFD (6M)	No	CD8k-HFD (6M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	CD8KO - some susceptibility	SS236	mouse gut metagenome	not applicable	B	Karin_Rapid_Response_Plate_3_33657_H7	21	6/20/16	TRUE	FALSE	FALSE	FALSE	FALSE	Mus musculus	TRUE	FALSE	UCSD	HFD	not applicable	not applicable	not applicable	not applicable	FALSE	HFD	not applicable	10856
10856.E5La.feces.27wAntibiotic.HFD.IgAMup.23	27	male	Cage 165	HFD	10856.E5La.feces.27wAntibiotic.HFD.IgAMup.23	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 429	C57Bl/6	43.4	2	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	NASH, obesity, ABX, no IgA	6 months	10090	adult	Group59-Antibiotic-IgAkMup-HFD (6M)	Yes (Ampicillin, Vancomycin, Neomycin sulfate and Metronidazole )	Antibiotic-IgAkMup-HFD (6M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	no IgA - some susceptibility	SS429	mouse gut metagenome	not applicable	D	Karin_Rapid_Response_Plate_5_33657_A9	59	11/18/15	TRUE	FALSE	FALSE	FALSE	FALSE	Mus musculus	FALSE	FALSE	UCSD	HFD + ABX	not applicable	not applicable	not applicable	not applicable	FALSE	not applicable	not applicable	10856
10856.E5La.feces.27wAntibiotic.HFD.IgAMup.24	27	male	Cage 165	HFD	10856.E5La.feces.27wAntibiotic.HFD.IgAMup.24	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 430	C57Bl/6	42	2	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	NASH, obesity, ABX, no IgA	6 months	10090	adult	Group59-Antibiotic-IgAkMup-HFD (6M)	Yes (Ampicillin, Vancomycin, Neomycin sulfate and Metronidazole )	Antibiotic-IgAkMup-HFD (6M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	no IgA - some susceptibility	SS430	mouse gut metagenome	not applicable	D	Karin_Rapid_Response_Plate_5_33657_B9	59	11/18/15	TRUE	FALSE	FALSE	FALSE	FALSE	Mus musculus	FALSE	FALSE	UCSD	HFD + ABX	not applicable	not applicable	not applicable	not applicable	FALSE	not applicable	not applicable	10856
10856.E18L.feces.27w.NC.IgAkCLM.3.22	27	male	Cage 78	NC	10856.E18L.feces.27w.NC.IgAkCLM.3.22	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 149	C57Bl/6	27.5	2	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	no IgA	6 months	10090	adult	Group14-IgAk-NC (6M)	No	IgAk-NC (6M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	no IgA - some susceptibility	SS149	mouse gut metagenome	not applicable	A	Karin_Rapid_Response_Plate_2_33657_E8	14	9/13/16	FALSE	FALSE	FALSE	FALSE	FALSE	Mus musculus	TRUE	FALSE	UCSD	not applicable	not applicable	not applicable	not applicable	not applicable	FALSE	NC	not applicable	10856
10856.E47L.feces.20w.STAM.FVB.B.TGFbR.3.18	20	male	Cage 147	HFD	10856.E47L.feces.20w.STAM.FVB.B.TGFbR.3.18	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 363	FVB	33.6	2	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	FVB , T1d, NASH driven HCC, TGFbrko	5 months	10090	adult	Group42-STAM-FVB-B-TGFbR (5M)	No	STAM-FVB-B-TGFbR	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	B cell signaling	SS363	mouse gut metagenome	not applicable	G	Karin_Rapid_Response_Plate_4_33657_C12	42	12/14/16	FALSE	FALSE	FALSE	FALSE	FALSE	Mus musculus	FALSE	FALSE	UCSD	not applicable	not applicable	not applicable	not applicable	not applicable	FALSE	not applicable	not applicable	10856
10856.E25L.feces.48w.HFD.CD8kMup.8.12	48	male	Cage 102	HFD	10856.E25L.feces.48w.HFD.CD8kMup.8.12	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 214	C57Bl/6	53	4	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	NASH, HCC, CD8KO	11 months	10090	adult	Group19-CD8kMup-HFD (10-11M)	No	CD8kMup-HFD (10-11M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	CD8KO - some susceptibility	SS214	mouse gut metagenome	not applicable	D	Karin_Rapid_Response_Plate_3_33657_B5	19	5/31/16	TRUE	TRUE	FALSE	TRUE	FALSE	Mus musculus	TRUE	TRUE	UCSD	HFD	MUP/CD8a-/-	not applicable	MUP/CD8a-/-	not applicable	FALSE	HFD	HFD MUP/CD8a-/-	10856
10856.E18L.feces.23w.NC.IgAkMup.5.29	25	male	Cage 80	NC	10856.E18L.feces.23w.NC.IgAkMup.5.29	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 152	C57Bl/6	25.3	2	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	no IgA	6 months	10090	adult	Group14-IgAk-NC (6M)	No	IgAk-NC (6M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	no IgA - some susceptibility	SS152	mouse gut metagenome	not applicable	A	Karin_Rapid_Response_Plate_2_33657_H8	14	9/13/16	FALSE	FALSE	FALSE	FALSE	FALSE	Mus musculus	TRUE	FALSE	UCSD	not applicable	not applicable	not applicable	not applicable	not applicable	FALSE	NC	not applicable	10856
10856.FVB.B.TGFbR.Feces.11w.NC.6.43	11	male	Cage 153	NC	10856.FVB.B.TGFbR.Feces.11w.NC.6.43	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 387	FVB	25	1	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	TGFbrko	2-3 months	10090	adult	Group46-NC-FVB-B-TGFbR (2-3M)	No	NC-FVB-B-TGFbR	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	B cell signaling	SS387	mouse gut metagenome	not applicable	F	Karin_Rapid_Response_Plate_5_33657_G3	46	12/30/16	FALSE	FALSE	FALSE	FALSE	FALSE	Mus musculus	FALSE	FALSE	UCSD	not applicable	not applicable	not applicable	not applicable	not applicable	FALSE	not applicable	not applicable	10856
10856.E42L.feces.49w.HFD.CD8kMup.4.15	49	male	Cage 107	HFD	10856.E42L.feces.49w.HFD.CD8kMup.4.15	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 227	C57Bl/6	57.2	4	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	NASH, HCC, CD8KO	11 months	10090	adult	Group19-CD8kMup-HFD (10-11M)	No	CD8kMup-HFD (10-11M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	CD8KO - some susceptibility	SS227	mouse gut metagenome	not applicable	D	Karin_Rapid_Response_Plate_3_33657_G6	19	11/7/16	TRUE	TRUE	FALSE	TRUE	FALSE	Mus musculus	TRUE	TRUE	UCSD	HFD	MUP/CD8a-/-	not applicable	MUP/CD8a-/-	not applicable	FALSE	HFD	HFD MUP/CD8a-/-	10856
10856.E18L.feces.27w.NC.IgAkCLM.2.21	27	male	Cage 78	NC	10856.E18L.feces.27w.NC.IgAkCLM.2.21	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 148	C57Bl/6	26.1	2	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	no IgA	6 months	10090	adult	Group14-IgAk-NC (6M)	No	IgAk-NC (6M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	no IgA - some susceptibility	SS148	mouse gut metagenome	not applicable	A	Karin_Rapid_Response_Plate_2_33657_D8	14	9/13/16	FALSE	FALSE	FALSE	FALSE	FALSE	Mus musculus	TRUE	FALSE	UCSD	not applicable	not applicable	not applicable	not applicable	not applicable	FALSE	NC	not applicable	10856
10856.E38L.feces.50w.NC.MupHe.2.15	50	male	Cage 33	NC	10856.E38L.feces.50w.NC.MupHe.2.15	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 61	C57Bl/6	33.3	4	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	NASH,lean, adenomas	11 months	10090	adult	Group 4-MupHe-NC (10-11M)	No	MupHe-NC (10-11M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	normal	SS61	mouse gut metagenome	not applicable	C	Karin_Rapid_Response_Plate_1_33657_E9	4	10/7/16	FALSE	FALSE	FALSE	FALSE	FALSE	Mus musculus	TRUE	TRUE	UCSD	not applicable	not applicable	not applicable	not applicable	not applicable	FALSE	NC	NC MUP	10856
